level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,statement,will,cfnai,-0.049,0.6252,-0.07,0.509,-0.05,0.179,-0.331,607,0.0,False,False,False,U1
genre,statement,will,vix,-0.186,0.062,-0.339,0.001,-0.259,-0.443,-0.416,607,0.0,False,False,False,U1
genre,statement,would,cfnai,-0.018,0.8561,-0.106,0.3153,-0.01,0.121,-0.196,49,0.535,False,False,False,U1
genre,statement,would,vix,0.338,0.0005,0.455,0.0,0.221,-0.216,-0.048,49,0.535,True,True,False,U1
layer,min_committee,could,cfnai,-0.251,0.0122,-0.37,0.0003,-0.13,-0.415,-0.548,83,0.293,False,False,True,U1
layer,min_committee,could,vix,0.245,0.0144,0.337,0.0011,0.255,0.19,-0.12,83,0.293,True,True,False,U1
layer,min_committee,should,cfnai,-0.136,0.1794,-0.187,0.0755,-0.075,-0.277,-0.116,85,0.455,False,False,False,U1
layer,min_committee,should,vix,-0.022,0.8306,0.087,0.4135,-0.079,0.185,-0.143,85,0.455,False,False,False,U1
layer,min_committee,will,cfnai,-0.159,0.115,-0.232,0.0266,-0.154,-0.247,-0.227,37,0.778,False,False,False,U1
layer,min_committee,will,vix,-0.003,0.9734,0.02,0.8488,-0.011,0.21,-0.151,37,0.778,False,False,False,U1
layer,min_committee,would,cfnai,0.257,0.0103,0.304,0.0034,0.27,0.327,0.278,719,0.0,False,False,True,U1
layer,min_committee,would,vix,0.116,0.2549,-0.019,0.8554,0.095,-0.311,0.277,719,0.0,False,False,False,U1
layer,statement,could,cfnai,-0.062,0.535,-0.167,0.1127,-0.017,0.094,-0.438,50,0.505,False,False,False,U1
layer,statement,could,vix,0.332,0.0007,0.451,0.0,0.182,-0.083,-0.012,50,0.505,True,True,False,U1
layer,statement,should,cfnai,-0.012,0.9054,-0.028,0.7928,-0.061,-0.086,,33,0.733,False,False,False,U1
layer,statement,should,vix,-0.337,0.0006,-0.305,0.0032,-0.363,-0.059,,33,0.733,False,False,False,U1
layer,statement,will,cfnai,-0.049,0.6252,-0.07,0.509,-0.05,0.179,-0.331,607,0.0,False,False,False,U1
layer,statement,will,vix,-0.186,0.062,-0.339,0.001,-0.259,-0.443,-0.416,607,0.0,False,False,False,U1
layer,statement,would,cfnai,-0.018,0.8561,-0.106,0.3153,-0.01,0.121,-0.196,49,0.535,False,False,False,U1
layer,statement,would,vix,0.338,0.0005,0.455,0.0,0.221,-0.216,-0.048,49,0.535,True,True,False,U1
