level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,press_conf,can,cfnai,0.087,0.4403,0.137,0.255,0.06,,0.25,1992,0.0,False,False,False,modal
genre,press_conf,can,vix,0.412,0.0001,0.292,0.0135,0.399,,0.119,1992,0.0,True,True,False,modal
genre,press_conf,could,cfnai,0.065,0.5646,0.056,0.6402,0.034,,0.07,1212,0.0,False,False,False,modal
genre,press_conf,could,vix,-0.28,0.0119,-0.313,0.0079,-0.284,,-0.273,1212,0.0,True,True,False,modal
genre,press_conf,may,cfnai,0.032,0.7751,-0.045,0.7084,0.031,,-0.072,582,0.0,False,False,False,modal
genre,press_conf,may,vix,-0.006,0.9564,-0.065,0.5891,-0.014,,-0.02,582,0.0,False,False,False,modal
genre,press_conf,should,cfnai,0.177,0.1166,0.116,0.3333,0.167,,0.075,692,0.0,False,False,False,modal
genre,press_conf,should,vix,0.036,0.7493,-0.013,0.9175,0.105,,0.131,692,0.0,False,False,False,modal
genre,press_conf,will,cfnai,0.156,0.1657,0.19,0.1128,0.109,,0.312,4832,0.0,False,False,False,modal
genre,press_conf,will,vix,0.359,0.0011,0.37,0.0015,0.289,,0.313,4832,0.0,True,True,False,modal
genre,press_conf,would,cfnai,0.167,0.1392,0.098,0.418,0.135,,0.159,3911,0.0,False,False,False,modal
genre,press_conf,would,vix,-0.135,0.2319,-0.082,0.497,-0.066,,-0.02,3911,0.0,False,False,False,modal
genre,speech,ALL,cfnai,-0.096,0.2906,-0.074,0.4246,-0.131,-0.156,-0.04,3203,0.0,False,False,False,modal
genre,speech,ALL,vix,-0.017,0.8507,-0.074,0.4242,-0.008,-0.103,0.031,3203,0.0,False,False,False,modal
genre,speech,can,cfnai,-0.03,0.7393,0.073,0.4331,-0.079,-0.012,0.218,514,0.121,False,False,False,modal
genre,speech,can,vix,0.145,0.1072,0.077,0.4089,0.121,0.12,0.277,514,0.121,False,False,False,modal
genre,speech,could,cfnai,-0.011,0.9002,-0.047,0.6111,-0.043,-0.103,0.057,355,0.355,False,False,False,modal
genre,speech,could,vix,-0.153,0.0898,-0.163,0.0777,-0.087,-0.169,-0.052,355,0.355,False,False,False,modal
genre,speech,may,cfnai,-0.06,0.508,-0.103,0.2672,-0.04,-0.05,-0.216,382,0.266,False,False,False,modal
genre,speech,may,vix,-0.11,0.2238,-0.072,0.4399,-0.062,0.016,-0.005,382,0.266,False,False,False,modal
genre,speech,should,cfnai,-0.008,0.9309,-0.036,0.7024,-0.068,0.138,-0.282,210,0.452,False,False,False,modal
genre,speech,should,vix,-0.193,0.0321,-0.191,0.0387,-0.059,-0.039,-0.155,210,0.452,False,False,True,modal
genre,speech,will,cfnai,-0.099,0.274,-0.077,0.4094,-0.091,-0.149,-0.003,1169,0.04,False,False,False,modal
genre,speech,will,vix,0.102,0.2587,0.069,0.4606,0.076,0.037,-0.153,1169,0.04,False,False,False,modal
genre,speech,would,cfnai,-0.053,0.5609,-0.103,0.2652,-0.068,-0.18,-0.044,573,0.202,False,False,False,modal
genre,speech,would,vix,-0.209,0.0199,-0.227,0.0135,-0.216,-0.248,0.021,573,0.202,True,True,False,modal
genre,statement,ALL,cfnai,-0.047,0.6392,-0.086,0.4183,-0.067,0.197,-0.358,780,0.0,False,False,False,modal
genre,statement,ALL,vix,-0.03,0.7635,-0.078,0.4643,-0.188,-0.374,-0.433,780,0.0,False,False,False,modal
genre,statement,could,cfnai,-0.078,0.4393,-0.186,0.0778,-0.036,0.094,-0.507,50,0.505,False,False,False,modal
genre,statement,could,vix,0.312,0.0015,0.428,0.0,0.171,-0.083,-0.12,50,0.505,True,True,False,modal
genre,statement,should,cfnai,-0.003,0.9779,-0.017,0.8732,-0.048,-0.056,,38,0.733,False,False,False,modal
genre,statement,should,vix,-0.322,0.001,-0.286,0.006,-0.355,0.014,,38,0.733,False,False,False,modal
genre,statement,will,cfnai,0.016,0.8735,0.007,0.9459,-0.021,0.196,-0.172,612,0.0,False,False,False,modal
genre,statement,will,vix,-0.221,0.0262,-0.378,0.0002,-0.304,-0.448,-0.354,612,0.0,False,False,True,modal
genre,statement,would,cfnai,-0.034,0.7378,-0.125,0.2372,-0.044,0.121,-0.264,49,0.535,False,False,False,modal
genre,statement,would,vix,0.319,0.0012,0.432,0.0,0.238,-0.216,-0.156,49,0.535,True,True,False,modal
layer,min_boilerplate,ALL,cfnai,-0.049,0.632,0.023,0.8308,-0.066,-0.1,0.113,376,0.818,False,False,False,modal
layer,min_boilerplate,ALL,vix,-0.02,0.8432,-0.061,0.5643,-0.03,0.052,0.05,376,0.818,False,False,False,modal
layer,min_boilerplate,could,cfnai,0.041,0.6852,0.104,0.3274,0.001,-0.039,0.33,60,0.859,False,False,False,modal
layer,min_boilerplate,could,vix,-0.028,0.7809,-0.023,0.8259,-0.03,0.098,0.179,60,0.859,False,False,False,modal
layer,min_boilerplate,may,cfnai,0.107,0.293,0.18,0.0873,0.048,0.102,0.329,159,0.879,False,False,False,modal
layer,min_boilerplate,may,vix,-0.049,0.6314,0.021,0.8418,-0.05,0.146,0.177,159,0.879,False,False,False,modal
layer,min_boilerplate,will,cfnai,0.041,0.6859,0.154,0.1451,0.009,0.143,0.119,36,0.859,False,False,False,modal
layer,min_boilerplate,will,vix,0.107,0.2898,0.073,0.4891,0.072,0.125,0.189,36,0.859,False,False,False,modal
layer,min_boilerplate,would,cfnai,-0.016,0.8738,0.057,0.5918,-0.043,-0.095,0.239,107,0.828,False,False,False,modal
layer,min_boilerplate,would,vix,-0.057,0.5733,-0.101,0.3431,-0.053,0.034,-0.004,107,0.828,False,False,False,modal
layer,min_committee,ALL,cfnai,0.009,0.9261,-0.019,0.8556,0.101,0.179,-0.223,958,0.0,False,False,False,modal
layer,min_committee,ALL,vix,0.122,0.2303,0.098,0.3542,0.097,-0.114,-0.18,958,0.0,False,False,False,modal
layer,min_committee,could,cfnai,-0.251,0.0122,-0.37,0.0003,-0.13,-0.415,-0.548,83,0.293,False,False,True,modal
layer,min_committee,could,vix,0.245,0.0144,0.337,0.0011,0.255,0.19,-0.12,83,0.293,True,True,False,modal
layer,min_committee,should,cfnai,-0.136,0.1794,-0.187,0.0755,-0.075,-0.277,-0.116,85,0.455,False,False,False,modal
layer,min_committee,should,vix,-0.022,0.8306,0.087,0.4135,-0.079,0.185,-0.143,85,0.455,False,False,False,modal
layer,min_committee,will,cfnai,-0.159,0.115,-0.232,0.0266,-0.154,-0.247,-0.227,37,0.778,False,False,False,modal
layer,min_committee,will,vix,-0.003,0.9734,0.02,0.8488,-0.011,0.21,-0.151,37,0.778,False,False,False,modal
layer,min_committee,would,cfnai,0.257,0.0103,0.304,0.0034,0.27,0.327,0.278,719,0.0,False,False,True,modal
layer,min_committee,would,vix,0.116,0.2549,-0.019,0.8554,0.095,-0.311,0.277,719,0.0,False,False,False,modal
layer,min_directive_quote,ALL,cfnai,0.267,0.0076,0.303,0.0035,0.133,-0.001,0.637,102,0.566,True,False,False,modal
layer,min_directive_quote,ALL,vix,0.187,0.064,0.182,0.0842,0.212,0.195,0.578,102,0.566,False,False,False,modal
layer,min_directive_quote,could,cfnai,0.023,0.823,0.055,0.6021,-0.003,0.04,,18,0.818,False,False,False,modal
layer,min_directive_quote,could,vix,-0.205,0.0422,-0.155,0.1414,0.007,0.188,,18,0.818,False,False,False,modal
layer,min_directive_quote,will,cfnai,0.037,0.715,0.069,0.5164,0.009,-0.0,0.18,48,0.788,False,False,False,modal
layer,min_directive_quote,will,vix,-0.176,0.0806,-0.118,0.2641,0.028,0.195,0.211,48,0.788,False,False,False,modal
layer,min_front_matter,ALL,cfnai,0.042,0.6817,0.045,0.6729,-0.09,-0.052,0.144,78,0.889,False,False,False,modal
layer,min_front_matter,ALL,vix,0.056,0.583,-0.008,0.9369,0.018,-0.065,0.32,78,0.889,False,False,False,modal
layer,min_front_matter,would,cfnai,0.055,0.5869,-0.024,0.8244,-0.098,-0.065,,40,0.939,False,False,False,modal
layer,min_front_matter,would,vix,-0.07,0.4885,-0.129,0.2222,-0.092,0.012,,40,0.939,False,False,False,modal
layer,min_participants,ALL,cfnai,-0.091,0.373,-0.005,0.9595,-0.069,0.098,-0.074,2756,0.0,False,False,False,modal
layer,min_participants,ALL,vix,0.144,0.1562,0.064,0.5486,0.025,-0.009,-0.045,2756,0.0,False,False,False,modal
layer,min_participants,could,cfnai,-0.175,0.0834,-0.227,0.0301,-0.174,-0.182,-0.188,875,0.0,False,False,False,modal
layer,min_participants,could,vix,0.124,0.2204,0.075,0.4782,0.059,0.058,-0.116,875,0.0,False,False,False,modal
layer,min_participants,may,cfnai,-0.031,0.7621,-0.003,0.9787,0.027,0.191,-0.141,157,0.323,False,False,False,modal
layer,min_participants,may,vix,-0.12,0.2355,-0.083,0.4351,-0.207,0.113,-0.537,157,0.323,False,False,False,modal
layer,min_participants,should,cfnai,0.029,0.7734,0.147,0.1655,0.023,0.13,0.135,149,0.283,False,False,False,modal
layer,min_participants,should,vix,-0.239,0.0174,-0.244,0.0199,-0.292,-0.085,-0.155,149,0.283,False,False,True,modal
layer,min_participants,would,cfnai,0.017,0.8637,0.131,0.2167,0.012,0.138,0.036,1537,0.0,False,False,False,modal
layer,min_participants,would,vix,0.24,0.0166,0.175,0.0978,0.145,-0.044,0.282,1537,0.0,True,False,False,modal
layer,min_special,ALL,cfnai,0.196,0.2246,0.21,0.2182,0.273,,,783,0.0,False,False,False,modal
layer,min_special,ALL,vix,-0.161,0.3205,-0.139,0.4188,-0.033,,,783,0.0,False,False,False,modal
layer,min_special,could,cfnai,0.053,0.7439,0.204,0.2325,0.138,,,283,0.2,False,False,False,modal
layer,min_special,could,vix,0.293,0.0664,0.278,0.1009,0.315,,,283,0.2,False,False,False,modal
layer,min_special,should,cfnai,0.28,0.0797,0.259,0.1266,0.318,,,58,0.325,False,False,False,modal
layer,min_special,should,vix,0.325,0.0409,0.443,0.0068,0.337,,,58,0.325,True,True,False,modal
layer,min_special,will,cfnai,0.114,0.4847,0.108,0.5301,0.104,,,49,0.625,False,False,False,modal
layer,min_special,will,vix,-0.061,0.7102,-0.097,0.575,-0.034,,,49,0.625,False,False,False,modal
layer,min_special,would,cfnai,0.049,0.7663,-0.081,0.6404,0.011,,,344,0.0,False,False,False,modal
layer,min_special,would,vix,-0.104,0.5218,-0.124,0.4728,-0.025,,,344,0.0,False,False,False,modal
layer,min_staff,ALL,cfnai,0.075,0.4586,0.092,0.3861,0.058,0.28,-0.097,539,0.0,False,False,False,modal
layer,min_staff,ALL,vix,-0.333,0.0008,-0.361,0.0004,-0.393,-0.197,-0.235,539,0.0,False,False,True,modal
layer,min_staff,could,cfnai,-0.014,0.8903,-0.041,0.6998,-0.002,0.238,-0.296,132,0.364,False,False,False,modal
layer,min_staff,could,vix,-0.266,0.0078,-0.204,0.0525,-0.305,-0.108,-0.337,132,0.364,True,False,False,modal
layer,min_staff,may,cfnai,0.013,0.9022,0.049,0.6442,-0.007,0.251,-0.094,57,0.535,False,False,False,modal
layer,min_staff,may,vix,-0.255,0.0109,-0.227,0.0302,-0.267,0.107,-0.285,57,0.535,True,True,False,modal
layer,min_staff,would,cfnai,0.128,0.2073,0.177,0.0928,0.104,0.231,0.128,327,0.071,False,False,False,modal
layer,min_staff,would,vix,-0.229,0.0228,-0.32,0.002,-0.269,-0.262,-0.014,327,0.071,False,False,True,modal
layer,min_staff_desk,ALL,cfnai,0.139,0.17,0.161,0.1262,0.135,0.14,0.2,553,0.152,False,False,False,modal
layer,min_staff_desk,ALL,vix,0.139,0.1699,0.119,0.2593,0.113,0.044,0.236,553,0.152,False,False,False,modal
layer,min_staff_desk,could,cfnai,0.213,0.0344,0.252,0.0161,0.182,0.241,0.269,138,0.434,False,False,True,modal
layer,min_staff_desk,could,vix,0.211,0.0358,0.222,0.0347,0.147,0.125,0.405,138,0.434,False,False,True,modal
layer,min_staff_desk,may,cfnai,-0.003,0.9764,0.028,0.7954,-0.003,0.155,-0.055,41,0.717,False,False,False,modal
layer,min_staff_desk,may,vix,-0.003,0.98,0.041,0.6995,-0.069,0.057,0.022,41,0.717,False,False,False,modal
layer,min_staff_desk,should,cfnai,0.055,0.588,0.032,0.7655,0.04,-0.017,0.081,27,0.838,False,False,False,modal
layer,min_staff_desk,should,vix,0.046,0.6536,-0.003,0.9773,0.104,-0.056,-0.059,27,0.838,False,False,False,modal
layer,min_staff_desk,will,cfnai,0.026,0.7949,0.012,0.9117,0.006,0.112,-0.053,35,0.768,False,False,False,modal
layer,min_staff_desk,will,vix,-0.14,0.166,-0.131,0.2149,-0.132,0.046,-0.227,35,0.768,False,False,False,modal
layer,min_staff_desk,would,cfnai,0.089,0.3831,0.123,0.2436,0.132,0.12,0.154,307,0.182,False,False,False,modal
layer,min_staff_desk,would,vix,0.126,0.2131,0.097,0.3586,0.134,-0.016,0.232,307,0.182,False,False,False,modal
layer,min_statement_quote,ALL,cfnai,-0.163,0.1063,-0.205,0.0516,-0.122,0.18,-0.561,761,0.0,False,False,False,modal
layer,min_statement_quote,ALL,vix,0.109,0.2834,0.06,0.5719,-0.084,-0.395,-0.494,761,0.0,False,False,False,modal
layer,min_statement_quote,could,cfnai,-0.075,0.4634,-0.175,0.0978,-0.024,0.094,-0.464,50,0.495,False,False,False,modal
layer,min_statement_quote,could,vix,0.36,0.0003,0.444,0.0,0.198,-0.083,-0.053,50,0.495,True,True,False,modal
layer,min_statement_quote,should,cfnai,-0.016,0.8749,-0.026,0.8053,-0.063,-0.08,,33,0.727,False,False,False,modal
layer,min_statement_quote,should,vix,-0.33,0.0008,-0.306,0.0032,-0.352,-0.06,,33,0.727,False,False,False,modal
layer,min_statement_quote,will,cfnai,-0.092,0.3634,-0.09,0.3951,-0.084,0.185,-0.377,601,0.0,False,False,False,modal
layer,min_statement_quote,will,vix,-0.134,0.1876,-0.322,0.0019,-0.224,-0.441,-0.449,601,0.0,False,False,False,modal
layer,min_statement_quote,would,cfnai,-0.03,0.7659,-0.115,0.2767,-0.017,0.121,-0.227,49,0.525,False,False,False,modal
layer,min_statement_quote,would,vix,0.364,0.0002,0.448,0.0,0.235,-0.216,-0.089,49,0.525,True,True,False,modal
layer,min_vote,ALL,cfnai,0.224,0.0255,0.228,0.0294,0.12,0.09,0.291,166,0.051,False,False,True,modal
layer,min_vote,ALL,vix,-0.187,0.0644,-0.213,0.0422,0.009,0.082,0.199,166,0.051,False,False,False,modal
layer,min_vote,could,cfnai,-0.081,0.4281,-0.085,0.4233,0.024,-0.255,0.089,13,0.909,False,False,False,modal
layer,min_vote,could,vix,0.095,0.3486,0.078,0.4618,0.211,0.253,0.138,13,0.909,False,False,False,modal
layer,min_vote,would,cfnai,0.208,0.0391,0.258,0.0134,0.041,0.156,0.305,119,0.051,False,False,True,modal
layer,min_vote,would,vix,-0.104,0.3077,-0.121,0.2543,0.041,-0.016,0.169,119,0.051,False,False,False,modal
layer,pc_chair,ALL,cfnai,0.216,0.0538,0.258,0.0302,0.142,,0.317,10686,0.0,False,False,False,modal
layer,pc_chair,ALL,vix,0.319,0.004,0.297,0.0118,0.293,,0.252,10686,0.0,True,True,False,modal
layer,pc_chair,can,cfnai,0.068,0.548,0.134,0.265,0.037,,0.276,1610,0.0,False,False,False,modal
layer,pc_chair,can,vix,0.422,0.0001,0.323,0.006,0.405,,0.158,1610,0.0,True,True,False,modal
layer,pc_chair,could,cfnai,0.061,0.588,0.083,0.4906,0.041,,-0.045,626,0.013,False,False,False,modal
layer,pc_chair,could,vix,-0.287,0.01,-0.322,0.0062,-0.318,,-0.256,626,0.013,True,True,False,modal
layer,pc_chair,may,cfnai,0.019,0.866,-0.051,0.6744,0.032,,-0.06,485,0.013,False,False,False,modal
layer,pc_chair,may,vix,-0.024,0.8357,-0.085,0.4816,-0.049,,-0.061,485,0.013,False,False,False,modal
layer,pc_chair,should,cfnai,0.173,0.1238,0.102,0.3976,0.135,,0.111,497,0.013,False,False,False,modal
layer,pc_chair,should,vix,0.038,0.7404,-0.022,0.8542,0.121,,0.128,497,0.013,False,False,False,modal
layer,pc_chair,will,cfnai,0.124,0.2736,0.139,0.2466,0.077,,0.229,4341,0.0,False,False,False,modal
layer,pc_chair,will,vix,0.311,0.0049,0.313,0.0078,0.248,,0.236,4341,0.0,True,True,False,modal
layer,pc_chair,would,cfnai,0.2,0.0751,0.142,0.238,0.17,,0.205,3127,0.0,False,False,False,modal
layer,pc_chair,would,vix,-0.099,0.3841,-0.035,0.7738,-0.04,,0.088,3127,0.0,False,False,False,modal
layer,pc_journalist,ALL,cfnai,0.127,0.2607,0.089,0.4617,0.094,,0.281,2452,0.0,False,False,False,modal
layer,pc_journalist,ALL,vix,-0.014,0.9001,-0.035,0.7749,0.063,,-0.039,2452,0.0,False,False,False,modal
layer,pc_journalist,can,cfnai,-0.038,0.7408,-0.074,0.5389,-0.024,,-0.12,380,0.025,False,False,False,modal
layer,pc_journalist,can,vix,0.131,0.2476,-0.045,0.7095,0.139,,-0.128,380,0.025,False,False,False,modal
layer,pc_journalist,could,cfnai,0.004,0.9728,-0.029,0.8126,-0.012,,0.228,586,0.0,False,False,False,modal
layer,pc_journalist,could,vix,0.053,0.6395,0.027,0.826,0.108,,-0.062,586,0.0,False,False,False,modal
layer,pc_journalist,may,cfnai,-0.032,0.7761,-0.023,0.8515,-0.052,,-0.107,96,0.338,False,False,False,modal
layer,pc_journalist,may,vix,-0.072,0.5248,-0.074,0.5385,-0.026,,-0.105,96,0.338,False,False,False,modal
layer,pc_journalist,should,cfnai,0.168,0.136,0.16,0.1833,0.22,,0.075,195,0.1,False,False,False,modal
layer,pc_journalist,should,vix,0.009,0.9386,-0.054,0.6544,0.034,,0.136,195,0.1,False,False,False,modal
layer,pc_journalist,will,cfnai,0.068,0.549,0.133,0.2704,0.03,,0.262,411,0.013,False,False,False,modal
layer,pc_journalist,will,vix,0.072,0.5244,0.232,0.0514,0.02,,0.327,411,0.013,False,False,False,modal
layer,pc_journalist,would,cfnai,-0.005,0.9677,-0.036,0.7667,-0.026,,0.041,784,0.0,False,False,False,modal
layer,pc_journalist,would,vix,-0.214,0.0568,-0.204,0.0881,-0.151,,-0.393,784,0.0,False,False,False,modal
layer,pc_moderator,ALL,cfnai,0.462,0.0008,0.607,0.0,0.462,,0.607,83,0.449,True,True,False,modal
layer,pc_moderator,ALL,vix,0.386,0.0062,0.384,0.012,0.386,,0.384,83,0.449,True,True,False,modal
layer,pc_moderator,will,cfnai,0.465,0.0008,0.607,0.0,0.465,,0.607,80,0.449,True,True,False,modal
layer,pc_moderator,will,vix,0.381,0.0069,0.384,0.012,0.381,,0.384,80,0.449,True,True,False,modal
layer,speech_chair,ALL,cfnai,-0.096,0.2906,-0.074,0.4246,-0.131,-0.156,-0.04,3203,0.0,False,False,False,modal
layer,speech_chair,ALL,vix,-0.017,0.8507,-0.074,0.4242,-0.008,-0.103,0.031,3203,0.0,False,False,False,modal
layer,speech_chair,can,cfnai,-0.03,0.7393,0.073,0.4331,-0.079,-0.012,0.218,514,0.121,False,False,False,modal
layer,speech_chair,can,vix,0.145,0.1072,0.077,0.4089,0.121,0.12,0.277,514,0.121,False,False,False,modal
layer,speech_chair,could,cfnai,-0.011,0.9002,-0.047,0.6111,-0.043,-0.103,0.057,355,0.355,False,False,False,modal
layer,speech_chair,could,vix,-0.153,0.0898,-0.163,0.0777,-0.087,-0.169,-0.052,355,0.355,False,False,False,modal
layer,speech_chair,may,cfnai,-0.06,0.508,-0.103,0.2672,-0.04,-0.05,-0.216,382,0.266,False,False,False,modal
layer,speech_chair,may,vix,-0.11,0.2238,-0.072,0.4399,-0.062,0.016,-0.005,382,0.266,False,False,False,modal
layer,speech_chair,should,cfnai,-0.008,0.9309,-0.036,0.7024,-0.068,0.138,-0.282,210,0.452,False,False,False,modal
layer,speech_chair,should,vix,-0.193,0.0321,-0.191,0.0387,-0.059,-0.039,-0.155,210,0.452,False,False,True,modal
layer,speech_chair,will,cfnai,-0.099,0.274,-0.077,0.4094,-0.091,-0.149,-0.003,1169,0.04,False,False,False,modal
layer,speech_chair,will,vix,0.102,0.2587,0.069,0.4606,0.076,0.037,-0.153,1169,0.04,False,False,False,modal
layer,speech_chair,would,cfnai,-0.053,0.5609,-0.103,0.2652,-0.068,-0.18,-0.044,573,0.202,False,False,False,modal
layer,speech_chair,would,vix,-0.209,0.0199,-0.227,0.0135,-0.216,-0.248,0.021,573,0.202,True,True,False,modal
layer,statement,ALL,cfnai,-0.124,0.2158,-0.178,0.0909,-0.096,0.175,-0.518,770,0.0,False,False,False,modal
layer,statement,ALL,vix,0.061,0.5425,0.045,0.6729,-0.116,-0.405,-0.472,770,0.0,False,False,False,modal
layer,statement,could,cfnai,-0.062,0.535,-0.167,0.1127,-0.017,0.094,-0.438,50,0.505,False,False,False,modal
layer,statement,could,vix,0.332,0.0007,0.451,0.0,0.182,-0.083,-0.012,50,0.505,True,True,False,modal
layer,statement,should,cfnai,-0.012,0.9054,-0.028,0.7928,-0.061,-0.086,,33,0.733,False,False,False,modal
layer,statement,should,vix,-0.337,0.0006,-0.305,0.0032,-0.363,-0.059,,33,0.733,False,False,False,modal
layer,statement,will,cfnai,-0.049,0.6252,-0.07,0.509,-0.05,0.179,-0.331,607,0.0,False,False,False,modal
layer,statement,will,vix,-0.186,0.062,-0.339,0.001,-0.259,-0.443,-0.416,607,0.0,False,False,False,modal
layer,statement,would,cfnai,-0.018,0.8561,-0.106,0.3153,-0.01,0.121,-0.196,49,0.535,False,False,False,modal
layer,statement,would,vix,0.338,0.0005,0.455,0.0,0.221,-0.216,-0.048,49,0.535,True,True,False,modal
layer,statement_vote,ALL,cfnai,0.213,0.0336,0.162,0.125,0.009,0.236,,10,0.95,False,False,False,modal
layer,statement_vote,ALL,vix,-0.061,0.5465,-0.121,0.2521,-0.044,-0.011,,10,0.95,False,False,False,modal
genre,minutes,could+affect,cfnai,0.024,0.8148,0.05,0.6382,-0.051,0.01,0.048,59,0.586,False,False,False,U2
genre,minutes,could+affect,vix,-0.092,0.3639,-0.077,0.4679,-0.005,0.071,0.035,59,0.586,False,False,False,U2
genre,minutes,could+become,cfnai,0.07,0.4904,0.082,0.4422,0.103,0.042,0.127,38,0.677,False,False,False,U2
genre,minutes,could+become,vix,0.09,0.3733,0.144,0.1747,0.077,0.147,0.081,38,0.677,False,False,False,U2
genre,minutes,could+have,cfnai,-0.086,0.3951,-0.06,0.5743,-0.126,-0.297,0.187,38,0.697,False,False,False,U2
genre,minutes,could+have,vix,-0.022,0.831,-0.02,0.8472,-0.077,0.018,-0.048,38,0.697,False,False,False,U2
genre,minutes,could+help,cfnai,-0.114,0.2627,-0.047,0.6577,-0.134,-0.184,0.053,54,0.586,False,False,False,U2
genre,minutes,could+help,vix,0.046,0.6517,0.03,0.7795,0.005,0.025,0.088,54,0.586,False,False,False,U2
genre,minutes,could+impede,cfnai,0.013,0.8989,-0.091,0.3898,0.054,0.175,-0.228,106,0.465,False,False,False,U2
genre,minutes,could+impede,vix,0.359,0.0003,0.413,0.0,0.237,0.07,-0.343,106,0.465,True,True,False,U2
genre,minutes,could+increase,cfnai,0.177,0.0799,0.244,0.02,0.122,0.222,0.272,48,0.596,False,False,False,U2
genre,minutes,could+increase,vix,-0.15,0.138,-0.148,0.1614,-0.154,-0.22,0.27,48,0.596,False,False,False,U2
genre,minutes,could+lead,cfnai,0.119,0.2416,0.062,0.5572,0.06,0.201,-0.111,71,0.525,False,False,False,U2
genre,minutes,could+lead,vix,-0.028,0.7828,-0.097,0.36,0.034,-0.076,0.127,71,0.525,False,False,False,U2
genre,minutes,could+pose,cfnai,0.006,0.9522,0.08,0.4536,0.001,0.097,-0.011,32,0.737,False,False,False,U2
genre,minutes,could+pose,vix,-0.212,0.035,-0.211,0.0449,-0.237,-0.132,0.139,32,0.737,False,False,False,U2
genre,minutes,could+result,cfnai,-0.085,0.4003,-0.083,0.4345,0.035,-0.066,-0.052,44,0.626,False,False,False,U2
genre,minutes,could+result,vix,-0.147,0.1469,-0.212,0.044,-0.126,-0.106,-0.277,44,0.626,False,False,False,U2
genre,minutes,may+be+appropriate,cfnai,-0.148,0.1449,-0.171,0.1045,-0.096,-0.256,-0.114,41,0.828,False,False,False,U2
genre,minutes,may+be+appropriate,vix,-0.005,0.9642,0.049,0.6457,-0.015,0.183,-0.287,41,0.828,False,False,False,U2
genre,minutes,should+help,cfnai,-0.152,0.1323,-0.158,0.1342,-0.104,-0.444,0.18,48,0.758,False,False,False,U2
genre,minutes,should+help,vix,-0.084,0.4091,-0.093,0.3802,-0.129,0.282,0.261,48,0.758,False,False,False,U2
genre,minutes,will+assess,cfnai,-0.293,0.0033,-0.285,0.0061,-0.2,0.094,-0.419,72,0.283,True,True,False,U2
genre,minutes,will+assess,vix,-0.305,0.0021,-0.252,0.0159,-0.353,-0.028,-0.385,72,0.283,False,False,True,U2
genre,minutes,will+be+appropriate,cfnai,0.328,0.0009,0.254,0.0153,0.255,0.099,0.374,58,0.596,False,False,True,U2
genre,minutes,will+be+appropriate,vix,0.123,0.2239,0.131,0.2149,-0.051,0.119,0.147,58,0.596,False,False,False,U2
genre,minutes,will+continue,cfnai,-0.204,0.0424,-0.257,0.0139,-0.219,-0.229,-0.274,150,0.273,False,False,True,U2
genre,minutes,will+continue,vix,0.286,0.0041,0.231,0.0275,0.207,0.026,-0.508,150,0.273,True,True,False,U2
genre,minutes,will+depend,cfnai,0.219,0.0291,0.154,0.1446,0.224,0.11,0.221,40,0.636,False,False,False,U2
