layer,unit,n_tokens,zero_share,spec,var,label,coef,se,p,stars,n,r2,adj_r2
min_boilerplate,would+be+appropriate,9,0.909,(3),const,const,0.04484,0.02673,0.09344,*,99,0.00643,-0.01427
min_boilerplate,would+be+appropriate,9,0.909,(3),cfnai_ma3_lag2,CFNAI-MA3,0.00225,0.0022,0.30663,,99,0.00643,-0.01427
min_boilerplate,would+be+appropriate,9,0.909,(3),vix_pre28,VIX,-0.0011,0.00112,0.32635,,99,0.00643,-0.01427
min_boilerplate,would+be+appropriate,9,0.909,(6) excl-2020,const,const,0.04837,0.03255,0.13731,,91,0.01036,-0.01213
min_boilerplate,would+be+appropriate,9,0.909,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,0.03711,0.04532,0.41291,,91,0.01036,-0.01213
min_boilerplate,would+be+appropriate,9,0.909,(6) excl-2020,vix_pre28,VIX,-0.00121,0.00159,0.44629,,91,0.01036,-0.01213
min_boilerplate,would+be+appropriate,9,0.909,(7) Δ,const,const,-0.00212,0.00619,0.73213,,98,0.00228,-0.01872
min_boilerplate,would+be+appropriate,9,0.909,(7) Δ,d_cfnai,ΔCFNAI,0.00164,0.0021,0.4356,,98,0.00228,-0.01872
min_boilerplate,would+be+appropriate,9,0.909,(7) Δ,d_vix,ΔVIX,-0.0013,0.00218,0.55256,,98,0.00228,-0.01872
min_boilerplate,would+be+appropriate,9,0.909,(8) Δ excl-2020,const,const,-0.00158,0.00673,0.81482,,90,0.00993,-0.01283
min_boilerplate,would+be+appropriate,9,0.909,(8) Δ excl-2020,d_cfnai,ΔCFNAI,0.05714,0.05592,0.30689,,90,0.00993,-0.01283
min_boilerplate,would+be+appropriate,9,0.909,(8) Δ excl-2020,d_vix,ΔVIX,-0.0023,0.00347,0.50724,,90,0.00993,-0.01283
min_boilerplate,may+be+appropriate,1,0.99,(3),const,const,0.01366,0.0132,0.3006,,99,0.00172,-0.01908
min_boilerplate,may+be+appropriate,1,0.99,(3),cfnai_ma3_lag2,CFNAI-MA3,-1e-05,0.00028,0.95697,,99,0.00172,-0.01908
min_boilerplate,may+be+appropriate,1,0.99,(3),vix_pre28,VIX,-0.00042,0.00041,0.30562,,99,0.00172,-0.01908
min_boilerplate,may+be+appropriate,1,0.99,(6) excl-2020,const,const,0.01405,0.01434,0.3272,,91,0.00123,-0.02147
min_boilerplate,may+be+appropriate,1,0.99,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-0.00215,0.005,0.6663,,91,0.00123,-0.02147
