layer,series,spec,var,label,coef,se,p,stars,n,r2,adj_r2
min_boilerplate,ALL,(1),const,const,1.72153,0.50813,0.0007,***,99,3e-05,-0.01028
min_boilerplate,ALL,(1),cfnai_ma3_lag2,CFNAI-MA3,0.02105,0.11663,0.85677,,99,3e-05,-0.01028
min_boilerplate,ALL,(2),const,const,0.41359,2.31118,0.85798,,99,0.00922,-0.001
min_boilerplate,ALL,(2),vix_pre28,VIX,0.07255,0.13058,0.57849,,99,0.00922,-0.001
min_boilerplate,ALL,(3),const,const,0.40058,2.35958,0.86519,,99,0.00942,-0.01122
min_boilerplate,ALL,(3),cfnai_ma3_lag2,CFNAI-MA3,0.05764,0.20227,0.77569,,99,0.00942,-0.01122
min_boilerplate,ALL,(3),vix_pre28,VIX,0.07356,0.1344,0.58418,,99,0.00942,-0.01122
min_boilerplate,ALL,(4),const,const,-0.82429,2.13387,0.69928,,99,0.10156,0.06333
min_boilerplate,ALL,(4),cfnai_ma3_lag2,CFNAI-MA3,-0.20538,0.22944,0.37071,,99,0.10156,0.06333
min_boilerplate,ALL,(4),vix_pre28,VIX,0.18086,0.12895,0.16074,,99,0.10156,0.06333
min_boilerplate,ALL,(4),unrate_gap_lag1,Unemp. gap,-0.76728,0.50181,0.12626,,99,0.10156,0.06333
min_boilerplate,ALL,(4),corepce_gap_lag2,Core PCE gap,-1.24189,0.42602,0.00356,***,99,0.10156,0.06333
min_boilerplate,ALL,(5),const,const,0.32076,1.78363,0.85728,,99,0.12651,0.09893
min_boilerplate,ALL,(5),cfnai_ma3_lag2,CFNAI-MA3,0.39658,0.26054,0.12797,,99,0.12651,0.09893
min_boilerplate,ALL,(5),vix_pre28,VIX,0.16505,0.11022,0.13427,,99,0.12651,0.09893
min_boilerplate,ALL,(5),post_fw,post-2020-09,-3.30786,1.04504,0.00155,***,99,0.12651,0.09893
min_boilerplate,ALL,(6) excl-2020,const,const,3.28893,1.49643,0.02796,**,91,0.01491,-0.00748
min_boilerplate,ALL,(6) excl-2020,cfnai_ma3_lag2,CFNAI-MA3,-0.33783,1.51013,0.82299,,91,0.01491,-0.00748
min_boilerplate,ALL,(6) excl-2020,vix_pre28,VIX,-0.10444,0.06869,0.12841,,91,0.01491,-0.00748
min_boilerplate,ALL,(7) Δ,const,const,-0.07119,0.29323,0.80818,,98,0.04213,0.02197
min_boilerplate,ALL,(7) Δ,d_cfnai,ΔCFNAI,0.74976,0.4446,0.09173,*,98,0.04213,0.02197
min_boilerplate,ALL,(7) Δ,d_vix,ΔVIX,0.12523,0.12295,0.30844,,98,0.04213,0.02197
min_boilerplate,ALL,(8) Δ excl-2020,const,const,-0.0605,0.28718,0.83315,,90,0.00079,-0.02218
min_boilerplate,ALL,(8) Δ excl-2020,d_cfnai,ΔCFNAI,0.64008,2.50802,0.79856,,90,0.00079,-0.02218
min_boilerplate,ALL,(8) Δ excl-2020,d_vix,ΔVIX,-0.0308,0.12197,0.80064,,90,0.00079,-0.02218
min_boilerplate,could,(1),const,const,0.29295,0.12823,0.02234,**,99,2e-05,-0.01029
min_boilerplate,could,(1),cfnai_ma3_lag2,CFNAI-MA3,-0.00489,0.02969,0.86907,,99,2e-05,-0.01029
min_boilerplate,could,(2),const,const,0.42233,0.39058,0.27956,,99,0.0013,-0.00899
min_boilerplate,could,(2),vix_pre28,VIX,-0.00716,0.01809,0.69211,,99,0.0013,-0.00899
min_boilerplate,could,(3),const,const,0.42426,0.395,0.2828,,99,0.00137,-0.01944
min_boilerplate,could,(3),cfnai_ma3_lag2,CFNAI-MA3,-0.00853,0.03321,0.79728,,99,0.00137,-0.01944
min_boilerplate,could,(3),vix_pre28,VIX,-0.00731,0.01845,0.69183,,99,0.00137,-0.01944
min_boilerplate,could,(4),const,const,0.18399,0.31762,0.56239,,99,0.04854,0.00805
min_boilerplate,could,(4),cfnai_ma3_lag2,CFNAI-MA3,-0.07483,0.06658,0.26103,,99,0.04854,0.00805
min_boilerplate,could,(4),vix_pre28,VIX,0.01341,0.01542,0.38448,,99,0.04854,0.00805
min_boilerplate,could,(4),unrate_gap_lag1,Unemp. gap,-0.17092,0.12015,0.15486,,99,0.04854,0.00805
min_boilerplate,could,(4),corepce_gap_lag2,Core PCE gap,-0.22531,0.09584,0.01873,**,99,0.04854,0.00805
min_boilerplate,could,(5),const,const,0.41117,0.35747,0.25006,,99,0.04709,0.017
min_boilerplate,could,(5),cfnai_ma3_lag2,CFNAI-MA3,0.04706,0.03723,0.20614,,99,0.04709,0.017
min_boilerplate,could,(5),vix_pre28,VIX,0.00769,0.01428,0.59002,,99,0.04709,0.017
min_boilerplate,could,(5),post_fw,post-2020-09,-0.54254,0.2185,0.01303,**,99,0.04709,0.017
min_boilerplate,could,(6) excl-2020,const,const,0.6695,0.3804,0.0784,*,91,0.01513,-0.00725
