level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,statement,will/aspectual,cfnai,-0.16,0.1092,-0.175,0.0964,-0.149,-0.174,-0.256,126,0.327,False,False,False,U3
genre,statement,will/aspectual,vix,0.406,0.0,0.393,0.0001,0.337,0.069,-0.325,126,0.327,True,True,False,U3
genre,statement,will/copular_adj,cfnai,0.393,0.0,0.338,0.0011,0.353,0.19,0.386,51,0.535,False,False,True,U3
genre,statement,will/copular_adj,vix,0.151,0.1317,0.219,0.037,-0.008,0.17,0.278,51,0.535,False,False,False,U3
genre,statement,will/mental,cfnai,-0.285,0.0039,-0.181,0.0858,-0.27,0.078,-0.453,105,0.257,True,False,False,U3
genre,statement,will/mental,vix,-0.368,0.0002,-0.419,0.0,-0.409,-0.353,-0.257,105,0.257,False,False,True,U3
genre,statement,will/occurrence,cfnai,0.177,0.0771,0.203,0.0537,0.095,0.238,0.17,47,0.644,False,False,False,U3
genre,statement,will/occurrence,vix,-0.229,0.021,-0.364,0.0004,-0.211,-0.4,0.048,47,0.644,False,False,False,U3
genre,statement,will/policy_action,cfnai,0.038,0.7031,0.027,0.7998,0.031,0.143,-0.241,57,0.614,False,False,False,U3
genre,statement,will/policy_action,vix,-0.412,0.0,-0.387,0.0002,-0.199,-0.204,0.003,57,0.614,False,False,False,U3
genre,statement,would/copular_adj,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U3
genre,statement,would/copular_adj,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U3
layer,statement,could/causative,cfnai,-0.062,0.535,-0.167,0.1127,-0.011,0.094,-0.438,50,0.505,False,False,False,U3
layer,statement,could/causative,vix,0.332,0.0007,0.451,0.0,0.185,-0.083,-0.012,50,0.505,True,True,False,U3
layer,statement,will/activity,cfnai,-0.342,0.0005,-0.286,0.006,-0.227,0.004,-0.474,132,0.01,True,True,False,U3
layer,statement,will/activity,vix,0.224,0.0245,0.241,0.0214,-0.004,0.191,-0.073,132,0.01,True,True,False,U3
layer,statement,will/aspectual,cfnai,-0.16,0.1092,-0.175,0.0964,-0.149,-0.174,-0.256,126,0.327,False,False,False,U3
layer,statement,will/aspectual,vix,0.406,0.0,0.393,0.0001,0.337,0.069,-0.325,126,0.327,True,True,False,U3
layer,statement,will/copular_adj,cfnai,0.393,0.0,0.338,0.0011,0.353,0.19,0.386,51,0.535,False,False,True,U3
layer,statement,will/copular_adj,vix,0.151,0.1317,0.219,0.037,-0.008,0.17,0.278,51,0.535,False,False,False,U3
layer,statement,will/mental,cfnai,-0.285,0.0039,-0.181,0.0858,-0.27,0.078,-0.453,105,0.257,True,False,False,U3
layer,statement,will/mental,vix,-0.368,0.0002,-0.419,0.0,-0.409,-0.353,-0.257,105,0.257,False,False,True,U3
layer,statement,will/occurrence,cfnai,0.177,0.0771,0.203,0.0537,0.095,0.238,0.17,47,0.644,False,False,False,U3
layer,statement,will/occurrence,vix,-0.229,0.021,-0.364,0.0004,-0.211,-0.4,0.048,47,0.644,False,False,False,U3
layer,statement,will/policy_action,cfnai,0.038,0.7031,0.027,0.7998,0.031,0.143,-0.241,57,0.614,False,False,False,U3
layer,statement,will/policy_action,vix,-0.412,0.0,-0.387,0.0002,-0.199,-0.204,0.003,57,0.614,False,False,False,U3
layer,statement,would/copular_adj,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U3
layer,statement,would/copular_adj,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U3
