layer,modal,rank,predicate,n,share,cum_share,modal_n
speech_chair,could,1,have,14,0.0394,0.0394,355
speech_chair,could,2,help,12,0.0338,0.0732,355
speech_chair,could,3,do,9,0.0254,0.0986,355
speech_chair,could,4,lead,7,0.0197,0.1183,355
speech_chair,could,5,prove,7,0.0197,0.138,355
speech_chair,could,6,bring,6,0.0169,0.1549,355
speech_chair,could,7,reflect,5,0.0141,0.169,355
speech_chair,could,8,risk,5,0.0141,0.1831,355
speech_chair,could,9,provide,5,0.0141,0.1972,355
speech_chair,could,10,exacerbate,4,0.0113,0.2085,355
speech_chair,could,11,turn,4,0.0113,0.2197,355
speech_chair,could,12,come,4,0.0113,0.231,355
speech_chair,could,13,raise,4,0.0113,0.2423,355
speech_chair,could,14,push,4,0.0113,0.2535,355
speech_chair,could,15,see,4,0.0113,0.2648,355
speech_chair,can,1,help,22,0.0428,0.0428,514
speech_chair,can,2,do,22,0.0428,0.0856,514
speech_chair,can,3,see,14,0.0272,0.1128,514
speech_chair,can,4,find,12,0.0233,0.1362,514
speech_chair,can,5,make,11,0.0214,0.1576,514
speech_chair,can,6,take,10,0.0195,0.177,514
speech_chair,can,7,improve,9,0.0175,0.1946,514
speech_chair,can,8,say,9,0.0175,0.2121,514
speech_chair,can,9,lead,8,0.0156,0.2276,514
speech_chair,can,10,be+sure,6,0.0117,0.2393,514
speech_chair,can,11,sustain,6,0.0117,0.251,514
speech_chair,can,12,be+difficult,6,0.0117,0.2626,514
speech_chair,can,13,everything,6,0.0117,0.2743,514
speech_chair,can,14,continue,6,0.0117,0.286,514
speech_chair,can,15,provide,6,0.0117,0.2977,514
speech_chair,should,1,take,7,0.0333,0.0333,210
speech_chair,should,2,continue,6,0.0286,0.0619,210
speech_chair,should,3,note,6,0.0286,0.0905,210
speech_chair,should,4,consider,5,0.0238,0.1143,210
speech_chair,should,5,adjust,4,0.019,0.1333,210
speech_chair,should,6,have,4,0.019,0.1524,210
speech_chair,should,7,support,4,0.019,0.1714,210
speech_chair,should,8,make,4,0.019,0.1905,210
speech_chair,should,9,keep,3,0.0143,0.2048,210
speech_chair,should,10,help,3,0.0143,0.219,210
speech_chair,should,11,expand,3,0.0143,0.2333,210
speech_chair,should,12,look,3,0.0143,0.2476,210
speech_chair,should,13,serve,3,0.0143,0.2619,210
speech_chair,should,14,understand,3,0.0143,0.2762,210
speech_chair,should,15,begin,3,0.0143,0.2905,210
speech_chair,may,1,use,19,0.0497,0.0497,382
speech_chair,may,2,reflect,11,0.0288,0.0785,382
speech_chair,may,3,help,11,0.0288,0.1073,382
speech_chair,may,4,hold,8,0.0209,0.1283,382
speech_chair,may,5,need,7,0.0183,0.1466,382
speech_chair,may,6,have,7,0.0183,0.1649,382
speech_chair,may,7,affect,7,0.0183,0.1832,382
speech_chair,may,8,come,6,0.0157,0.199,382
speech_chair,may,9,be+appropriate,6,0.0157,0.2147,382
speech_chair,may,10,change,6,0.0157,0.2304,382
speech_chair,may,11,require,6,0.0157,0.2461,382
speech_chair,may,12,play,6,0.0157,0.2618,382
speech_chair,may,13,lead,5,0.0131,0.2749,382
speech_chair,may,14,warrant,5,0.0131,0.288,382
speech_chair,may,15,contribute,5,0.0131,0.301,382
