level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,category,unit_level
layer,min_committee,would+assess,cfnai,-0.491,0.0,-0.43,0.0,-0.392,-0.379,-0.394,49,0.515,confirmed,U2
layer,min_committee,would+be+appropriate,cfnai,0.407,0.0,0.391,0.0001,0.4,0.22,0.538,63,0.545,confirmed,U2
layer,min_committee,would+be+appropriate,vix,0.373,0.0001,0.334,0.0012,0.289,0.148,0.38,63,0.545,confirmed,U2
layer,min_committee,would+be+prepared,vix,0.38,0.0001,0.46,0.0,0.258,,-0.099,46,0.535,era_composition,U2
layer,min_committee,would+continue,vix,0.5,0.0,0.451,0.0,0.322,0.055,0.08,109,0.222,confirmed,U2
layer,min_committee,would+depend,cfnai,0.427,0.0,0.402,0.0001,0.365,0.601,0.336,51,0.586,confirmed,U2
layer,min_committee,would+depend,vix,-0.252,0.0118,-0.346,0.0008,-0.243,-0.266,0.135,51,0.586,era_composition,U2
layer,min_committee,would+take,vix,0.278,0.0054,0.295,0.0045,0.092,-0.043,0.058,86,0.172,era_composition,U2
layer,pc_chair,can+do,vix,0.298,0.0073,0.123,0.3087,0.27,,-0.0,159,0.237,T1_only,U2
layer,pc_chair,can+everything,vix,0.281,0.0116,0.344,0.0033,0.278,,-0.24,52,0.463,era_composition,U2
layer,pc_chair,can+have,vix,0.28,0.0118,0.291,0.0137,0.249,,0.397,51,0.6,T1_only,U2
layer,pc_chair,will+be,vix,0.293,0.0083,0.291,0.0139,0.246,,0.056,105,0.338,era_composition,U2
layer,pc_chair,will+depend,vix,0.254,0.0228,0.114,0.3429,0.221,,0.188,67,0.537,T1_only,U2
layer,pc_chair,will+do,vix,0.283,0.0108,0.318,0.0069,0.194,,-0.125,151,0.237,era_composition,U2
layer,pc_chair,will+have,cfnai,-0.288,0.0095,-0.328,0.0053,-0.218,,-0.428,216,0.087,era_composition,U2
layer,pc_chair,will+see,vix,0.338,0.0021,0.34,0.0037,0.254,,0.275,177,0.2,era_composition,U2
layer,pc_chair,will+take,vix,0.259,0.0205,0.25,0.0352,0.227,,0.035,146,0.225,era_composition,U2
layer,pc_chair,would+expect,cfnai,0.244,0.0291,0.126,0.2953,0.229,,0.154,81,0.45,T1_only,U2
layer,pc_chair,would+take,vix,-0.264,0.0179,-0.19,0.1117,-0.287,,-0.127,72,0.562,T1_only,U2
layer,pc_chair,would+think,vix,0.241,0.0316,0.243,0.0414,0.227,,0.065,52,0.6,T1_only,U2
