event,event_date,layer,series,pre3,at,post3
Balance-sheet runoff,2017-10-01,statement,will,17.996,18.519,19.306
Balance-sheet runoff,2017-10-01,statement,will/activity,2.004,2.058,2.413
Balance-sheet runoff,2017-10-01,statement,will/aspectual,0.0,2.058,0.0
Balance-sheet runoff,2017-10-01,statement,will/copular_adj,0.0,0.0,0.0
Balance-sheet runoff,2017-10-01,statement,will/mental,4.008,4.115,4.826
Balance-sheet runoff,2017-10-01,statement,will/occurrence,2.004,2.058,4.826
Balance-sheet runoff,2017-10-01,statement,will/policy_action,2.659,2.058,2.413
Balance-sheet runoff,2017-10-01,statement,would,0.657,0.0,0.0
Powell chair,2018-02-05,statement,ALL,19.144,19.002,13.839
Powell chair,2018-02-05,statement,could,0.0,0.0,0.0
Powell chair,2018-02-05,statement,should,0.0,0.0,0.0
Powell chair,2018-02-05,statement,will,19.144,19.002,13.839
Powell chair,2018-02-05,statement,will/activity,2.307,2.375,3.203
Powell chair,2018-02-05,statement,will/aspectual,0.686,0.0,0.0
Powell chair,2018-02-05,statement,will/copular_adj,0.0,0.0,2.357
Powell chair,2018-02-05,statement,will/mental,4.615,4.751,4.049
Powell chair,2018-02-05,statement,will/occurrence,3.929,4.751,1.692
Powell chair,2018-02-05,statement,will/policy_action,2.307,2.375,0.846
Powell chair,2018-02-05,statement,would,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,statement,ALL,13.408,14.493,11.219
Mid-cycle cut,2019-07-31,statement,could,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,statement,should,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,statement,will,11.167,14.493,11.219
Mid-cycle cut,2019-07-31,statement,will/activity,4.463,5.797,4.443
Mid-cycle cut,2019-07-31,statement,will/aspectual,0.0,2.899,3.388
Mid-cycle cut,2019-07-31,statement,will/copular_adj,2.241,0.0,0.0
Mid-cycle cut,2019-07-31,statement,will/mental,4.463,2.899,3.388
Mid-cycle cut,2019-07-31,statement,will/occurrence,0.0,0.0,0.0
Mid-cycle cut,2019-07-31,statement,will/policy_action,0.0,2.899,0.0
Mid-cycle cut,2019-07-31,statement,would,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,statement,ALL,10.791,16.181,17.533
Pandemic ZLB,2020-03-15,statement,could,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,statement,should,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,statement,will,10.791,14.563,16.456
Pandemic ZLB,2020-03-15,statement,will/activity,5.987,4.854,3.441
Pandemic ZLB,2020-03-15,statement,will/aspectual,2.402,3.236,5.92
Pandemic ZLB,2020-03-15,statement,will/copular_adj,0.0,0.0,0.0
Pandemic ZLB,2020-03-15,statement,will/mental,2.402,1.618,3.979
Pandemic ZLB,2020-03-15,statement,will/occurrence,0.0,1.618,0.857
Pandemic ZLB,2020-03-15,statement,will/policy_action,0.0,1.618,0.0
Pandemic ZLB,2020-03-15,statement,would,0.0,0.0,0.0
New framework,2020-08-27,statement,ALL,21.081,21.226,19.747
New framework,2020-08-27,statement,could,0.0,2.358,2.277
New framework,2020-08-27,statement,should,0.0,0.0,0.0
New framework,2020-08-27,statement,will,21.081,16.509,15.193
New framework,2020-08-27,statement,will/activity,5.067,2.358,2.277
New framework,2020-08-27,statement,will/aspectual,5.93,4.717,5.295
New framework,2020-08-27,statement,will/copular_adj,0.0,2.358,2.277
New framework,2020-08-27,statement,will/mental,5.067,0.0,0.0
New framework,2020-08-27,statement,will/occurrence,1.67,2.358,0.792
New framework,2020-08-27,statement,will/policy_action,0.0,0.0,0.0
New framework,2020-08-27,statement,would,0.0,2.358,2.277
Hiking cycle begins,2022-03-16,statement,ALL,17.147,18.051,19.03
Hiking cycle begins,2022-03-16,statement,could,2.108,3.61,3.336
Hiking cycle begins,2022-03-16,statement,should,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,statement,will,12.931,10.83,12.358
Hiking cycle begins,2022-03-16,statement,will/activity,2.108,3.61,3.336
Hiking cycle begins,2022-03-16,statement,will/aspectual,4.216,3.61,5.686
Hiking cycle begins,2022-03-16,statement,will/copular_adj,3.361,3.61,3.336
Hiking cycle begins,2022-03-16,statement,will/mental,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,statement,will/occurrence,2.677,0.0,0.0
Hiking cycle begins,2022-03-16,statement,will/policy_action,0.0,0.0,0.0
Hiking cycle begins,2022-03-16,statement,would,2.108,3.61,3.336
Last hike,2023-07-26,statement,ALL,24.017,25.974,25.196
Last hike,2023-07-26,statement,could,3.134,3.247,3.149
Last hike,2023-07-26,statement,should,0.0,0.0,0.0
Last hike,2023-07-26,statement,will,14.614,16.234,15.747
Last hike,2023-07-26,statement,will/activity,6.269,6.494,6.299
Last hike,2023-07-26,statement,will/aspectual,6.269,9.74,9.448
Last hike,2023-07-26,statement,will/copular_adj,0.0,0.0,0.0
Last hike,2023-07-26,statement,will/mental,2.076,0.0,0.0
Last hike,2023-07-26,statement,will/occurrence,0.0,0.0,0.0
Last hike,2023-07-26,statement,will/policy_action,0.0,0.0,0.0
Last hike,2023-07-26,statement,would,3.134,3.247,3.149
Cutting cycle begins,2024-09-18,statement,ALL,23.611,19.934,21.043
Cutting cycle begins,2024-09-18,statement,could,2.996,3.322,3.507
Cutting cycle begins,2024-09-18,statement,should,0.0,0.0,0.0
Cutting cycle begins,2024-09-18,statement,will,17.619,13.289,14.029
Cutting cycle begins,2024-09-18,statement,will/activity,2.996,3.322,3.507
Cutting cycle begins,2024-09-18,statement,will/aspectual,5.992,6.645,7.014
Cutting cycle begins,2024-09-18,statement,will/copular_adj,2.996,0.0,0.0
Cutting cycle begins,2024-09-18,statement,will/mental,2.996,3.322,3.507
Cutting cycle begins,2024-09-18,statement,will/occurrence,0.88,0.0,0.0
Cutting cycle begins,2024-09-18,statement,will/policy_action,1.759,0.0,0.0
Cutting cycle begins,2024-09-18,statement,would,2.996,3.322,3.507
Framework review 2025,2025-08-22,statement,ALL,22.244,21.583,19.14
Framework review 2025,2025-08-22,statement,could,3.707,3.597,3.615
Framework review 2025,2025-08-22,statement,should,0.0,0.0,0.0
Framework review 2025,2025-08-22,statement,will,14.829,14.388,11.91
Framework review 2025,2025-08-22,statement,will/activity,3.707,3.597,3.615
Framework review 2025,2025-08-22,statement,will/aspectual,7.415,7.194,3.615
Framework review 2025,2025-08-22,statement,will/copular_adj,0.0,0.0,0.0
Framework review 2025,2025-08-22,statement,will/mental,3.707,3.597,3.615
Framework review 2025,2025-08-22,statement,will/occurrence,0.0,0.0,0.0
Framework review 2025,2025-08-22,statement,will/policy_action,0.0,0.0,1.065
Framework review 2025,2025-08-22,statement,would,3.707,3.597,3.615
