level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,minutes,would/copular_adj,vix,0.487,0.0,0.54,0.0,0.422,0.123,0.4,126,0.232,False,False,True,U3
genre,minutes,would/existence,cfnai,0.425,0.0,0.401,0.0001,0.38,0.6,0.336,52,0.586,False,False,True,U3
genre,minutes,would/existence,vix,-0.264,0.0083,-0.355,0.0006,-0.22,-0.287,0.135,52,0.586,True,True,False,U3
genre,minutes,would/mental,cfnai,-0.479,0.0,-0.398,0.0001,-0.407,-0.285,-0.42,71,0.414,False,False,True,U3
genre,minutes,would/mental,vix,-0.091,0.3715,-0.151,0.1517,-0.101,-0.183,-0.206,71,0.414,False,False,False,U3
genre,minutes,would/occurrence,cfnai,0.076,0.4557,0.074,0.4882,0.075,0.052,0.048,89,0.556,False,False,False,U3
genre,minutes,would/occurrence,vix,-0.357,0.0003,-0.303,0.0035,-0.31,0.132,-0.091,89,0.556,True,True,False,U3
genre,minutes,would/other,cfnai,0.315,0.0015,0.278,0.0076,0.229,0.053,0.496,26,0.798,False,False,False,U3
genre,minutes,would/other,vix,0.092,0.3655,0.024,0.8179,0.171,0.074,0.044,26,0.798,False,False,False,U3
genre,minutes,would/policy_action,cfnai,0.029,0.7787,0.034,0.7513,0.036,0.224,-0.319,56,0.626,False,False,False,U3
genre,minutes,would/policy_action,vix,-0.423,0.0,-0.434,0.0,-0.406,-0.319,-0.065,56,0.626,False,False,False,U3
genre,statement,could/causative,cfnai,-0.062,0.535,-0.167,0.1127,-0.011,0.094,-0.438,50,0.505,False,False,False,U3
genre,statement,could/causative,vix,0.332,0.0007,0.451,0.0,0.185,-0.083,-0.012,50,0.505,True,True,False,U3
genre,statement,will/activity,cfnai,-0.342,0.0005,-0.286,0.006,-0.227,0.004,-0.474,132,0.01,True,True,False,U3
genre,statement,will/activity,vix,0.224,0.0245,0.241,0.0214,-0.004,0.191,-0.073,132,0.01,True,True,False,U3
genre,statement,will/aspectual,cfnai,-0.16,0.1092,-0.175,0.0964,-0.149,-0.174,-0.256,126,0.327,False,False,False,U3
genre,statement,will/aspectual,vix,0.406,0.0,0.393,0.0001,0.337,0.069,-0.325,126,0.327,True,True,False,U3
genre,statement,will/copular_adj,cfnai,0.393,0.0,0.338,0.0011,0.353,0.19,0.386,51,0.535,False,False,True,U3
genre,statement,will/copular_adj,vix,0.151,0.1317,0.219,0.037,-0.008,0.17,0.278,51,0.535,False,False,False,U3
genre,statement,will/mental,cfnai,-0.285,0.0039,-0.181,0.0858,-0.27,0.078,-0.453,105,0.257,True,False,False,U3
genre,statement,will/mental,vix,-0.368,0.0002,-0.419,0.0,-0.409,-0.353,-0.257,105,0.257,False,False,True,U3
genre,statement,will/occurrence,cfnai,0.177,0.0771,0.203,0.0537,0.095,0.238,0.17,47,0.644,False,False,False,U3
genre,statement,will/occurrence,vix,-0.229,0.021,-0.364,0.0004,-0.211,-0.4,0.048,47,0.644,False,False,False,U3
genre,statement,will/policy_action,cfnai,0.038,0.7031,0.027,0.7998,0.031,0.143,-0.241,57,0.614,False,False,False,U3
genre,statement,will/policy_action,vix,-0.412,0.0,-0.387,0.0002,-0.199,-0.204,0.003,57,0.614,False,False,False,U3
genre,statement,would/copular_adj,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U3
genre,statement,would/copular_adj,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U3
layer,min_committee,could/causative,cfnai,-0.097,0.3416,-0.204,0.0528,-0.037,0.057,-0.544,55,0.465,False,False,False,U3
layer,min_committee,could/causative,vix,0.325,0.001,0.414,0.0,0.275,-0.015,-0.099,55,0.465,True,True,False,U3
layer,min_committee,should/communication,cfnai,-0.085,0.402,-0.133,0.2075,-0.035,-0.081,-0.152,38,0.707,False,False,False,U3
layer,min_committee,should/communication,vix,0.166,0.0996,0.239,0.0223,0.115,0.263,-0.127,38,0.707,False,False,False,U3
layer,min_committee,would/activity,cfnai,-0.106,0.2941,-0.01,0.9219,-0.0,-0.009,0.046,108,0.162,False,False,False,U3
layer,min_committee,would/activity,vix,0.328,0.0009,0.286,0.0059,0.164,-0.055,0.108,108,0.162,True,True,False,U3
layer,min_committee,would/aspectual,cfnai,-0.085,0.4019,-0.089,0.4028,-0.072,-0.173,0.068,116,0.212,False,False,False,U3
layer,min_committee,would/aspectual,vix,0.475,0.0,0.422,0.0,0.271,0.027,0.098,116,0.212,False,False,True,U3
layer,min_committee,would/causative,cfnai,-0.037,0.715,0.069,0.5177,0.007,-0.006,0.146,48,0.717,False,False,False,U3
layer,min_committee,would/causative,vix,-0.229,0.0226,-0.385,0.0002,-0.169,-0.394,0.12,48,0.717,False,False,False,U3
layer,min_committee,would/copular_adj,cfnai,0.287,0.004,0.198,0.0594,0.288,0.376,0.456,126,0.232,True,False,False,U3
layer,min_committee,would/copular_adj,vix,0.487,0.0,0.54,0.0,0.422,0.123,0.4,126,0.232,False,False,True,U3
layer,min_committee,would/existence,cfnai,0.425,0.0,0.401,0.0001,0.38,0.6,0.336,52,0.586,False,False,True,U3
layer,min_committee,would/existence,vix,-0.264,0.0083,-0.355,0.0006,-0.22,-0.287,0.135,52,0.586,True,True,False,U3
layer,min_committee,would/mental,cfnai,-0.479,0.0,-0.398,0.0001,-0.407,-0.285,-0.42,71,0.414,False,False,True,U3
layer,min_committee,would/mental,vix,-0.091,0.3715,-0.151,0.1517,-0.101,-0.183,-0.206,71,0.414,False,False,False,U3
layer,min_committee,would/occurrence,cfnai,0.076,0.4557,0.074,0.4882,0.075,0.052,0.048,89,0.556,False,False,False,U3
layer,min_committee,would/occurrence,vix,-0.357,0.0003,-0.303,0.0035,-0.31,0.132,-0.091,89,0.556,True,True,False,U3
layer,min_committee,would/other,cfnai,0.315,0.0015,0.278,0.0076,0.229,0.053,0.496,26,0.798,False,False,False,U3
layer,min_committee,would/other,vix,0.092,0.3655,0.024,0.8179,0.171,0.074,0.044,26,0.798,False,False,False,U3
layer,min_committee,would/policy_action,cfnai,0.029,0.7787,0.034,0.7513,0.036,0.224,-0.319,56,0.626,False,False,False,U3
layer,min_committee,would/policy_action,vix,-0.423,0.0,-0.434,0.0,-0.406,-0.319,-0.065,56,0.626,False,False,False,U3
layer,statement,could/causative,cfnai,-0.062,0.535,-0.167,0.1127,-0.011,0.094,-0.438,50,0.505,False,False,False,U3
layer,statement,could/causative,vix,0.332,0.0007,0.451,0.0,0.185,-0.083,-0.012,50,0.505,True,True,False,U3
layer,statement,will/activity,cfnai,-0.342,0.0005,-0.286,0.006,-0.227,0.004,-0.474,132,0.01,True,True,False,U3
layer,statement,will/activity,vix,0.224,0.0245,0.241,0.0214,-0.004,0.191,-0.073,132,0.01,True,True,False,U3
layer,statement,will/aspectual,cfnai,-0.16,0.1092,-0.175,0.0964,-0.149,-0.174,-0.256,126,0.327,False,False,False,U3
layer,statement,will/aspectual,vix,0.406,0.0,0.393,0.0001,0.337,0.069,-0.325,126,0.327,True,True,False,U3
layer,statement,will/copular_adj,cfnai,0.393,0.0,0.338,0.0011,0.353,0.19,0.386,51,0.535,False,False,True,U3
layer,statement,will/copular_adj,vix,0.151,0.1317,0.219,0.037,-0.008,0.17,0.278,51,0.535,False,False,False,U3
layer,statement,will/mental,cfnai,-0.285,0.0039,-0.181,0.0858,-0.27,0.078,-0.453,105,0.257,True,False,False,U3
layer,statement,will/mental,vix,-0.368,0.0002,-0.419,0.0,-0.409,-0.353,-0.257,105,0.257,False,False,True,U3
layer,statement,will/occurrence,cfnai,0.177,0.0771,0.203,0.0537,0.095,0.238,0.17,47,0.644,False,False,False,U3
layer,statement,will/occurrence,vix,-0.229,0.021,-0.364,0.0004,-0.211,-0.4,0.048,47,0.644,False,False,False,U3
layer,statement,will/policy_action,cfnai,0.038,0.7031,0.027,0.7998,0.031,0.143,-0.241,57,0.614,False,False,False,U3
layer,statement,will/policy_action,vix,-0.412,0.0,-0.387,0.0002,-0.199,-0.204,0.003,57,0.614,False,False,False,U3
layer,statement,would/copular_adj,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U3
layer,statement,would/copular_adj,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,True,True,False,U3
