layer,modal,vclass,n,share
pc_chair,could,copular_adv,1,0.0016
pc_chair,can,activity,428,0.2658
pc_chair,can,other,351,0.218
pc_chair,can,mental,237,0.1472
pc_chair,can,communication,155,0.0963
pc_chair,can,policy_action,104,0.0646
pc_chair,can,existence,75,0.0466
pc_chair,can,occurrence,63,0.0391
pc_chair,can,causative,61,0.0379
pc_chair,can,copular_adj,50,0.0311
pc_chair,can,copular_nom,46,0.0286
pc_chair,can,aspectual,32,0.0199
pc_chair,can,copular_prep,7,0.0043
pc_chair,can,copular_adv,1,0.0006
pc_chair,should,activity,114,0.2294
pc_chair,should,mental,72,0.1449
pc_chair,should,other,68,0.1368
pc_chair,should,copular_nom,43,0.0865
pc_chair,should,existence,36,0.0724
pc_chair,should,copular_adj,33,0.0664
pc_chair,should,policy_action,33,0.0664
pc_chair,should,occurrence,28,0.0563
pc_chair,should,communication,21,0.0423
pc_chair,should,aspectual,18,0.0362
pc_chair,should,causative,15,0.0302
pc_chair,should,copular_prep,14,0.0282
pc_chair,should,copular_adv,2,0.004
pc_chair,may,copular_nom,70,0.1443
pc_chair,may,other,69,0.1423
pc_chair,may,existence,68,0.1402
pc_chair,may,activity,65,0.134
pc_chair,may,copular_adj,61,0.1258
pc_chair,may,occurrence,39,0.0804
pc_chair,may,causative,26,0.0536
pc_chair,may,copular_prep,26,0.0536
pc_chair,may,mental,22,0.0454
pc_chair,may,policy_action,15,0.0309
pc_chair,may,aspectual,14,0.0289
pc_chair,may,communication,8,0.0165
pc_chair,may,copular_adv,2,0.0041
