level,key,unit,macro,rho_T1,p_T1,rho_T2,p_T2,rho_T3,rho_H1,rho_H2,n_tokens_T1,zero_share_T1,T1_only,era_composition,confirmed,unit_level
genre,statement,will+be+appropriate,cfnai,0.364,0.0002,0.295,0.0045,0.32,0.082,0.386,43,0.614,False,False,False,U2
genre,statement,will+be+appropriate,vix,0.235,0.018,0.287,0.0058,0.057,0.1,0.278,43,0.614,False,False,False,U2
genre,statement,will+continue,cfnai,-0.164,0.1018,-0.18,0.0883,-0.146,-0.197,-0.256,125,0.327,False,False,False,U2
genre,statement,will+continue,vix,0.408,0.0,0.395,0.0001,0.375,0.081,-0.325,125,0.327,False,True,False,U2
genre,statement,will+monitor,cfnai,-0.053,0.602,0.052,0.6214,-0.115,0.122,-0.073,32,0.683,False,False,False,U2
genre,statement,will+monitor,vix,-0.296,0.0026,-0.411,0.0001,-0.35,-0.375,0.05,32,0.683,False,False,False,U2
genre,statement,will+take,cfnai,-0.221,0.0261,-0.244,0.0197,-0.125,0.088,-0.474,123,0.02,False,True,False,U2
genre,statement,will+take,vix,0.101,0.3153,0.272,0.0091,-0.111,0.198,-0.073,123,0.02,False,False,False,U2
genre,statement,would+be+prepared,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
genre,statement,would+be+prepared,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,False,True,False,U2
layer,statement,could+impede,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
layer,statement,could+impede,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,False,True,False,U2
layer,statement,may+be+appropriate,cfnai,-0.216,0.0302,-0.248,0.0178,-0.191,-0.229,-0.237,10,0.901,False,False,False,U2
layer,statement,may+be+appropriate,vix,-0.077,0.4419,-0.037,0.7308,-0.094,0.062,-0.306,10,0.901,False,False,False,U2
layer,statement,will+assess,cfnai,-0.356,0.0003,-0.298,0.0041,-0.251,0.006,-0.434,72,0.287,False,True,False,U2
layer,statement,will+assess,vix,-0.265,0.0073,-0.228,0.0298,-0.321,-0.071,-0.265,72,0.287,False,False,True,U2
layer,statement,will+be+appropriate,cfnai,0.364,0.0002,0.295,0.0045,0.32,0.082,0.386,43,0.614,False,False,False,U2
layer,statement,will+be+appropriate,vix,0.235,0.018,0.287,0.0058,0.057,0.1,0.278,43,0.614,False,False,False,U2
layer,statement,will+continue,cfnai,-0.164,0.1018,-0.18,0.0883,-0.146,-0.197,-0.256,125,0.327,False,False,False,U2
layer,statement,will+continue,vix,0.408,0.0,0.395,0.0001,0.375,0.081,-0.325,125,0.327,False,True,False,U2
layer,statement,will+monitor,cfnai,-0.053,0.602,0.052,0.6214,-0.115,0.122,-0.073,32,0.683,False,False,False,U2
layer,statement,will+monitor,vix,-0.296,0.0026,-0.411,0.0001,-0.35,-0.375,0.05,32,0.683,False,False,False,U2
layer,statement,will+take,cfnai,-0.221,0.0261,-0.244,0.0197,-0.125,0.088,-0.474,123,0.02,False,True,False,U2
layer,statement,will+take,vix,0.101,0.3153,0.272,0.0091,-0.111,0.198,-0.073,123,0.02,False,False,False,U2
layer,statement,would+be+prepared,cfnai,-0.077,0.4432,-0.181,0.0861,-0.021,,-0.438,46,0.545,False,False,False,U2
layer,statement,would+be+prepared,vix,0.359,0.0002,0.474,0.0,0.247,,-0.012,46,0.545,False,True,False,U2
